          #time       pressure             dp             vx             vy             vz             px             py             pz            dvx            dvy            dvz
   0.105495E-04   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.215316E-04   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.328487E-04   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.445085E-04   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.565187E-04   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.688870E-04   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.816214E-04   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.947299E-04   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.108221E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.122102E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.136382E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.151069E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.166171E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.181699E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.197659E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.214061E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.230914E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.248228E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.266010E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.284271E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.303019E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.322264E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.342017E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.362285E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.383080E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.404410E-03   0.113720E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00  -0.980000E+04   0.000000E+00   0.000000E+00   0.000000E+00
   0.426286E-03   0.241021E+06  -0.419706E+09   0.000000E+00   0.307855E+00  -0.563358E-06   0.000000E+00   0.978990E+05  -0.980018E+04   0.000000E+00  -0.104917E+03   0.191992E-03
   0.448718E-03   0.232075E+06  -0.363559E+09   0.000000E+00   0.305753E+00  -0.614176E-06   0.000000E+00   0.732436E+05  -0.980015E+04   0.000000E+00  -0.794544E+02   0.159602E-03
   0.471716E-03   0.224104E+06  -0.317414E+09   0.000000E+00   0.304132E+00  -0.668990E-06   0.000000E+00   0.538643E+05  -0.980012E+04   0.000000E+00  -0.593139E+02   0.130471E-03
   0.495290E-03   0.216949E+06  -0.279061E+09   0.000000E+00   0.302902E+00  -0.727983E-06   0.000000E+00   0.385137E+05  -0.980009E+04   0.000000E+00  -0.434019E+02   0.104310E-03
   0.519450E-03   0.210487E+06  -0.246868E+09   0.000000E+00   0.301995E+00  -0.791355E-06   0.000000E+00   0.262815E+05  -0.980007E+04   0.000000E+00  -0.306660E+02   0.803579E-04
   0.544206E-03   0.204616E+06  -0.219606E+09   0.000000E+00   0.301355E+00  -0.859318E-06   0.000000E+00   0.164920E+05  -0.980005E+04   0.000000E+00  -0.204069E+02   0.581904E-04
   0.569570E-03   0.199255E+06  -0.196336E+09   0.000000E+00   0.300938E+00  -0.932098E-06   0.000000E+00   0.863600E+04  -0.980003E+04   0.000000E+00  -0.121426E+02   0.376094E-04
   0.595551E-03   0.194337E+06  -0.176334E+09   0.000000E+00   0.300707E+00  -0.100993E-05   0.000000E+00   0.232464E+04  -0.980001E+04   0.000000E+00  -0.549072E+01   0.184407E-04
   0.622160E-03   0.189807E+06  -0.159027E+09   0.000000E+00   0.300633E+00  -0.109307E-05   0.000000E+00  -0.274255E+04  -0.979999E+04   0.000000E+00  -0.146003E+00   0.530850E-06
   0.649407E-03   0.185618E+06  -0.143966E+09   0.000000E+00   0.300692E+00  -0.118178E-05   0.000000E+00  -0.680027E+04  -0.979997E+04   0.000000E+00   0.418310E+01  -0.164404E-04
   0.677304E-03   0.181731E+06  -0.130787E+09   0.000000E+00   0.300863E+00  -0.127632E-05   0.000000E+00  -0.100337E+05  -0.979996E+04   0.000000E+00   0.766798E+01  -0.325291E-04
   0.705861E-03   0.178113E+06  -0.119200E+09   0.000000E+00   0.301128E+00  -0.137699E-05   0.000000E+00  -0.125901E+05  -0.979994E+04   0.000000E+00   0.104346E+02  -0.477153E-04
   0.735088E-03   0.174734E+06  -0.108965E+09   0.000000E+00   0.301473E+00  -0.148409E-05   0.000000E+00  -0.145877E+05  -0.979993E+04   0.000000E+00   0.126219E+02  -0.621349E-04
   0.764997E-03   0.171572E+06  -0.998866E+08   0.000000E+00   0.301884E+00  -0.159792E-05   0.000000E+00  -0.161220E+05  -0.979991E+04   0.000000E+00   0.143353E+02  -0.758793E-04
   0.795599E-03   0.168603E+06  -0.918029E+08   0.000000E+00   0.302352E+00  -0.171881E-05   0.000000E+00  -0.172707E+05  -0.979990E+04   0.000000E+00   0.156331E+02  -0.888714E-04
   0.826905E-03   0.165810E+06  -0.845789E+08   0.000000E+00   0.302867E+00  -0.184710E-05   0.000000E+00  -0.180973E+05  -0.979989E+04   0.000000E+00   0.166054E+02  -0.101271E-03
   0.858925E-03   0.163177E+06  -0.781013E+08   0.000000E+00   0.303420E+00  -0.198312E-05   0.000000E+00  -0.186543E+05  -0.979988E+04   0.000000E+00   0.172900E+02  -0.113005E-03
   0.891670E-03   0.160689E+06  -0.722746E+08   0.000000E+00   0.304003E+00  -0.212724E-05   0.000000E+00  -0.189850E+05  -0.979987E+04   0.000000E+00   0.177374E+02  -0.124116E-03
   0.925153E-03   0.158334E+06  -0.670180E+08   0.000000E+00   0.304612E+00  -0.227984E-05   0.000000E+00  -0.191253E+05  -0.979986E+04   0.000000E+00   0.179845E+02  -0.134603E-03
   0.959383E-03   0.156100E+06  -0.622626E+08   0.000000E+00   0.305240E+00  -0.244129E-05   0.000000E+00  -0.191053E+05  -0.979985E+04   0.000000E+00   0.180623E+02  -0.144462E-03
   0.994372E-03   0.153979E+06  -0.579492E+08   0.000000E+00   0.305881E+00  -0.261200E-05   0.000000E+00  -0.189503E+05  -0.979984E+04   0.000000E+00   0.179967E+02  -0.153679E-03
   0.103013E-02   0.151960E+06  -0.540273E+08   0.000000E+00   0.306532E+00  -0.279238E-05   0.000000E+00  -0.186813E+05  -0.979983E+04   0.000000E+00   0.178096E+02  -0.162239E-03
   0.106667E-02   0.150037E+06  -0.504529E+08   0.000000E+00   0.307188E+00  -0.298285E-05   0.000000E+00  -0.183165E+05  -0.979982E+04   0.000000E+00   0.175210E+02  -0.170133E-03
   0.110401E-02   0.148201E+06  -0.471882E+08   0.000000E+00   0.307845E+00  -0.318386E-05   0.000000E+00  -0.178708E+05  -0.979982E+04   0.000000E+00   0.171447E+02  -0.177317E-03
   0.114214E-02   0.146447E+06  -0.441999E+08   0.000000E+00   0.308500E+00  -0.339584E-05   0.000000E+00  -0.173572E+05  -0.979981E+04   0.000000E+00   0.166935E+02  -0.183755E-03
   0.118110E-02   0.144768E+06  -0.414594E+08   0.000000E+00   0.309150E+00  -0.361928E-05   0.000000E+00  -0.167867E+05  -0.979980E+04   0.000000E+00   0.161829E+02  -0.189457E-03
   0.122088E-02   0.143160E+06  -0.389413E+08   0.000000E+00   0.309792E+00  -0.385463E-05   0.000000E+00  -0.161687E+05  -0.979980E+04   0.000000E+00   0.156195E+02  -0.194348E-03
   0.126149E-02   0.141618E+06  -0.366234E+08   0.000000E+00   0.310423E+00  -0.410240E-05   0.000000E+00  -0.155110E+05  -0.979980E+04   0.000000E+00   0.150116E+02  -0.198386E-03
   0.130296E-02   0.140138E+06  -0.344862E+08   0.000000E+00   0.311041E+00  -0.436309E-05   0.000000E+00  -0.148207E+05  -0.979979E+04   0.000000E+00   0.143718E+02  -0.201599E-03
   0.134529E-02   0.138714E+06  -0.325122E+08   0.000000E+00   0.311643E+00  -0.463720E-05   0.000000E+00  -0.141036E+05  -0.979979E+04   0.000000E+00   0.136965E+02  -0.203802E-03
   0.138849E-02   0.137345E+06  -0.306862E+08   0.000000E+00   0.312227E+00  -0.492528E-05   0.000000E+00  -0.133647E+05  -0.979979E+04   0.000000E+00   0.129962E+02  -0.205010E-03
   0.143257E-02   0.136026E+06  -0.289946E+08   0.000000E+00   0.312792E+00  -0.522786E-05   0.000000E+00  -0.126085E+05  -0.979979E+04   0.000000E+00   0.122815E+02  -0.205268E-03
   0.147754E-02   0.134755E+06  -0.274252E+08   0.000000E+00   0.313335E+00  -0.554548E-05   0.000000E+00  -0.118386E+05  -0.979979E+04   0.000000E+00   0.115455E+02  -0.204335E-03
   0.152342E-02   0.133528E+06  -0.259671E+08   0.000000E+00   0.313854E+00  -0.587872E-05   0.000000E+00  -0.110583E+05  -0.979979E+04   0.000000E+00   0.107973E+02  -0.202242E-03
   0.157022E-02   0.132343E+06  -0.246107E+08   0.000000E+00   0.314347E+00  -0.622815E-05   0.000000E+00  -0.102704E+05  -0.979980E+04   0.000000E+00   0.100404E+02  -0.198930E-03
   0.161794E-02   0.131199E+06  -0.233472E+08   0.000000E+00   0.314814E+00  -0.659436E-05   0.000000E+00  -0.947732E+04  -0.979980E+04   0.000000E+00   0.927754E+01  -0.194335E-03
   0.166660E-02   0.130091E+06  -0.221688E+08   0.000000E+00   0.315252E+00  -0.697793E-05   0.000000E+00  -0.868113E+04  -0.979981E+04   0.000000E+00   0.850490E+01  -0.188251E-03
   0.171621E-02   0.129020E+06  -0.210685E+08   0.000000E+00   0.315659E+00  -0.737947E-05   0.000000E+00  -0.788362E+04  -0.979982E+04   0.000000E+00   0.773089E+01  -0.180732E-03
   0.176678E-02   0.127981E+06  -0.200399E+08   0.000000E+00   0.316035E+00  -0.779961E-05   0.000000E+00  -0.708633E+04  -0.979983E+04   0.000000E+00   0.695745E+01  -0.171707E-03
   0.181832E-02   0.126975E+06  -0.190773E+08   0.000000E+00   0.316378E+00  -0.823894E-05   0.000000E+00  -0.629060E+04  -0.979984E+04   0.000000E+00   0.618625E+01  -0.161099E-03
   0.187084E-02   0.125999E+06  -0.181754E+08   0.000000E+00   0.316686E+00  -0.869812E-05   0.000000E+00  -0.549758E+04  -0.979985E+04   0.000000E+00   0.541222E+01  -0.148653E-03
   0.192436E-02   0.125052E+06  -0.173295E+08   0.000000E+00   0.316957E+00  -0.917776E-05   0.000000E+00  -0.470824E+04  -0.979986E+04   0.000000E+00   0.464311E+01  -0.134445E-03
   0.197888E-02   0.124132E+06  -0.165354E+08   0.000000E+00   0.317192E+00  -0.967850E-05   0.000000E+00  -0.392343E+04  -0.979988E+04   0.000000E+00   0.387349E+01  -0.118192E-03
   0.203441E-02   0.123238E+06  -0.157892E+08   0.000000E+00   0.317388E+00  -0.102010E-04   0.000000E+00  -0.314388E+04  -0.979990E+04   0.000000E+00   0.311085E+01  -0.999842E-04
   0.209096E-02   0.122369E+06  -0.150872E+08   0.000000E+00   0.317544E+00  -0.107459E-04   0.000000E+00  -0.237021E+04  -0.979992E+04   0.000000E+00   0.234951E+01  -0.795089E-04
   0.214855E-02   0.121524E+06  -0.144263E+08   0.000000E+00   0.317659E+00  -0.113138E-04   0.000000E+00  -0.160293E+04  -0.979994E+04   0.000000E+00   0.159671E+01  -0.568688E-04
   0.220718E-02   0.120701E+06  -0.138034E+08   0.000000E+00   0.317731E+00  -0.119055E-04   0.000000E+00  -0.842481E+03  -0.979997E+04   0.000000E+00   0.853052E+00  -0.319641E-04
   0.226686E-02   0.119899E+06  -0.132160E+08   0.000000E+00   0.317760E+00  -0.125214E-04   0.000000E+00  -0.892469E+02  -0.980000E+04   0.000000E+00   0.112629E+00  -0.443820E-05
   0.232761E-02   0.119119E+06  -0.126614E+08   0.000000E+00   0.317744E+00  -0.131624E-04   0.000000E+00   0.656466E+03  -0.980003E+04   0.000000E+00  -0.624039E+00   0.258505E-04
   0.238943E-02   0.118358E+06  -0.121374E+08   0.000000E+00   0.317682E+00  -0.138290E-04   0.000000E+00   0.139440E+04  -0.980006E+04   0.000000E+00  -0.135013E+01   0.587723E-04
   0.245233E-02   0.117616E+06  -0.116419E+08   0.000000E+00   0.317574E+00  -0.145218E-04   0.000000E+00   0.212434E+04  -0.980010E+04   0.000000E+00  -0.207166E+01   0.947315E-04
   0.251632E-02   0.116892E+06  -0.111730E+08   0.000000E+00   0.317417E+00  -0.152415E-04   0.000000E+00   0.284613E+04  -0.980014E+04   0.000000E+00  -0.278200E+01   0.133584E-03
   0.258142E-02   0.116185E+06  -0.107288E+08   0.000000E+00   0.317211E+00  -0.159886E-04   0.000000E+00   0.355961E+04  -0.980018E+04   0.000000E+00  -0.348718E+01   0.175767E-03
   0.264762E-02   0.115495E+06  -0.103079E+08   0.000000E+00   0.316955E+00  -0.167639E-04   0.000000E+00   0.426470E+04  -0.980023E+04   0.000000E+00  -0.418691E+01   0.221448E-03
   0.271494E-02   0.114822E+06  -0.990860E+07   0.000000E+00   0.316647E+00  -0.175678E-04   0.000000E+00   0.496131E+04  -0.980028E+04   0.000000E+00  -0.487481E+01   0.270459E-03
   0.278339E-02   0.114163E+06  -0.952957E+07   0.000000E+00   0.316287E+00  -0.184010E-04   0.000000E+00   0.564939E+04  -0.980033E+04   0.000000E+00  -0.555083E+01   0.322938E-03
   0.285297E-02   0.113520E+06  -0.916950E+07   0.000000E+00   0.315873E+00  -0.192640E-04   0.000000E+00   0.632890E+04  -0.980039E+04   0.000000E+00  -0.622695E+01   0.379759E-03
   0.292369E-02   0.112891E+06  -0.882722E+07   0.000000E+00   0.315405E+00  -0.201572E-04   0.000000E+00   0.699982E+04  -0.980045E+04   0.000000E+00  -0.689092E+01   0.440392E-03
   0.299557E-02   0.112275E+06  -0.850161E+07   0.000000E+00   0.314882E+00  -0.210813E-04   0.000000E+00   0.766215E+04  -0.980051E+04   0.000000E+00  -0.754866E+01   0.505382E-03
   0.306860E-02   0.111673E+06  -0.819164E+07   0.000000E+00   0.314302E+00  -0.220367E-04   0.000000E+00   0.831590E+04  -0.980058E+04   0.000000E+00  -0.819419E+01   0.574519E-03
   0.314280E-02   0.111084E+06  -0.789637E+07   0.000000E+00   0.313665E+00  -0.230237E-04   0.000000E+00   0.896109E+04  -0.980066E+04   0.000000E+00  -0.883913E+01   0.648811E-03
   0.321817E-02   0.110508E+06  -0.761492E+07   0.000000E+00   0.312970E+00  -0.240429E-04   0.000000E+00   0.959774E+04  -0.980074E+04   0.000000E+00  -0.946604E+01   0.727198E-03
   0.329472E-02   0.109943E+06  -0.734644E+07   0.000000E+00   0.312215E+00  -0.250946E-04   0.000000E+00   0.102259E+05  -0.980082E+04   0.000000E+00  -0.100922E+02   0.811166E-03
   0.337246E-02   0.109390E+06  -0.709020E+07   0.000000E+00   0.311401E+00  -0.261790E-04   0.000000E+00   0.108456E+05  -0.980091E+04   0.000000E+00  -0.107061E+02   0.900043E-03
   0.345138E-02   0.108848E+06  -0.684546E+07   0.000000E+00   0.310525E+00  -0.272965E-04   0.000000E+00   0.114569E+05  -0.980101E+04   0.000000E+00  -0.113189E+02   0.994983E-03
   0.353151E-02   0.108317E+06  -0.661157E+07   0.000000E+00   0.309587E+00  -0.284474E-04   0.000000E+00   0.120598E+05  -0.980111E+04   0.000000E+00  -0.119140E+02   0.109476E-02
   0.361283E-02   0.107797E+06  -0.638791E+07   0.000000E+00   0.308587E+00  -0.296317E-04   0.000000E+00   0.126545E+05  -0.980122E+04   0.000000E+00  -0.125080E+02   0.120106E-02
   0.369537E-02   0.107287E+06  -0.617389E+07   0.000000E+00   0.307523E+00  -0.308496E-04   0.000000E+00   0.132409E+05  -0.980133E+04   0.000000E+00  -0.130898E+02   0.131313E-02
   0.377911E-02   0.106787E+06  -0.596899E+07   0.000000E+00   0.306394E+00  -0.321011E-04   0.000000E+00   0.138190E+05  -0.980145E+04   0.000000E+00  -0.136651E+02   0.143170E-02
   0.386408E-02   0.106297E+06  -0.577268E+07   0.000000E+00   0.305201E+00  -0.333863E-04   0.000000E+00   0.143891E+05  -0.980157E+04   0.000000E+00  -0.142336E+02   0.155703E-02
   0.395026E-02   0.105816E+06  -0.558451E+07   0.000000E+00   0.303941E+00  -0.347050E-04   0.000000E+00   0.149511E+05  -0.980171E+04   0.000000E+00  -0.147954E+02   0.168939E-02
   0.403767E-02   0.105345E+06  -0.540402E+07   0.000000E+00   0.302615E+00  -0.360571E-04   0.000000E+00   0.155051E+05  -0.980185E+04   0.000000E+00  -0.153453E+02   0.182842E-02
   0.412631E-02   0.104882E+06  -0.523081E+07   0.000000E+00   0.301222E+00  -0.374424E-04   0.000000E+00   0.160511E+05  -0.980200E+04   0.000000E+00  -0.158937E+02   0.197561E-02
   0.421618E-02   0.104428E+06  -0.506448E+07   0.000000E+00   0.299760E+00  -0.388605E-04   0.000000E+00   0.165893E+05  -0.980215E+04   0.000000E+00  -0.164303E+02   0.213000E-02
   0.430729E-02   0.103983E+06  -0.490467E+07   0.000000E+00   0.298230E+00  -0.403110E-04   0.000000E+00   0.171196E+05  -0.980231E+04   0.000000E+00  -0.169602E+02   0.229247E-02
   0.439963E-02   0.103546E+06  -0.475104E+07   0.000000E+00   0.296630E+00  -0.417934E-04   0.000000E+00   0.176422E+05  -0.980249E+04   0.000000E+00  -0.174786E+02   0.246262E-02
   0.449320E-02   0.103117E+06  -0.460326E+07   0.000000E+00   0.294960E+00  -0.433071E-04   0.000000E+00   0.181570E+05  -0.980267E+04   0.000000E+00  -0.179951E+02   0.264211E-02
   0.458802E-02   0.102696E+06  -0.446103E+07   0.000000E+00   0.293219E+00  -0.448514E-04   0.000000E+00   0.186641E+05  -0.980285E+04   0.000000E+00  -0.185003E+02   0.282983E-02
   0.468408E-02   0.102283E+06  -0.432408E+07   0.000000E+00   0.291408E+00  -0.464254E-04   0.000000E+00   0.191637E+05  -0.980305E+04   0.000000E+00  -0.189988E+02   0.302677E-02
   0.478137E-02   0.101878E+06  -0.419213E+07   0.000000E+00   0.289525E+00  -0.480283E-04   0.000000E+00   0.196557E+05  -0.980326E+04   0.000000E+00  -0.194907E+02   0.323324E-02
   0.487991E-02   0.101480E+06  -0.406492E+07   0.000000E+00   0.287569E+00  -0.496590E-04   0.000000E+00   0.201402E+05  -0.980348E+04   0.000000E+00  -0.199759E+02   0.344955E-02
   0.497968E-02   0.101090E+06  -0.394223E+07   0.000000E+00   0.285541E+00  -0.513162E-04   0.000000E+00   0.206172E+05  -0.980371E+04   0.000000E+00  -0.204546E+02   0.367601E-02
   0.508070E-02   0.100706E+06  -0.382383E+07   0.000000E+00   0.283440E+00  -0.529987E-04   0.000000E+00   0.210867E+05  -0.980394E+04   0.000000E+00  -0.209221E+02   0.391210E-02
   0.518295E-02   0.100330E+06  -0.370950E+07   0.000000E+00   0.281266E+00  -0.547051E-04   0.000000E+00   0.215489E+05  -0.980419E+04   0.000000E+00  -0.213875E+02   0.415979E-02
   0.528643E-02   0.999608E+05  -0.359906E+07   0.000000E+00   0.279017E+00  -0.564337E-04   0.000000E+00   0.220038E+05  -0.980445E+04   0.000000E+00  -0.218420E+02   0.441773E-02
   0.539115E-02   0.995984E+05  -0.349231E+07   0.000000E+00   0.276695E+00  -0.581828E-04   0.000000E+00   0.224514E+05  -0.980472E+04   0.000000E+00  -0.222898E+02   0.468705E-02
   0.549710E-02   0.992427E+05  -0.338907E+07   0.000000E+00   0.274298E+00  -0.599505E-04   0.000000E+00   0.228917E+05  -0.980500E+04   0.000000E+00  -0.227311E+02   0.496810E-02
   0.560427E-02   0.988936E+05  -0.328917E+07   0.000000E+00   0.271827E+00  -0.617347E-04   0.000000E+00   0.233247E+05  -0.980530E+04   0.000000E+00  -0.231659E+02   0.526121E-02
   0.571267E-02   0.985511E+05  -0.319246E+07   0.000000E+00   0.269281E+00  -0.635333E-04   0.000000E+00   0.237506E+05  -0.980560E+04   0.000000E+00  -0.235899E+02   0.556574E-02
   0.582228E-02   0.982151E+05  -0.309879E+07   0.000000E+00   0.266660E+00  -0.653439E-04   0.000000E+00   0.241693E+05  -0.980592E+04   0.000000E+00  -0.240115E+02   0.588393E-02
   0.593311E-02   0.978854E+05  -0.300801E+07   0.000000E+00   0.263964E+00  -0.671639E-04   0.000000E+00   0.245808E+05  -0.980625E+04   0.000000E+00  -0.244226E+02   0.621418E-02
   0.604514E-02   0.975619E+05  -0.292000E+07   0.000000E+00   0.261192E+00  -0.689907E-04   0.000000E+00   0.249852E+05  -0.980660E+04   0.000000E+00  -0.248271E+02   0.655778E-02
   0.615838E-02   0.972447E+05  -0.283461E+07   0.000000E+00   0.258346E+00  -0.708212E-04   0.000000E+00   0.253825E+05  -0.980696E+04   0.000000E+00  -0.252290E+02   0.691609E-02
   0.627280E-02   0.969337E+05  -0.275173E+07   0.000000E+00   0.255424E+00  -0.726524E-04   0.000000E+00   0.257727E+05  -0.980733E+04   0.000000E+00  -0.256204E+02   0.728741E-02
   0.638841E-02   0.966286E+05  -0.267126E+07   0.000000E+00   0.252428E+00  -0.744810E-04   0.000000E+00   0.261559E+05  -0.980772E+04   0.000000E+00  -0.260052E+02   0.767308E-02
   0.650521E-02   0.963296E+05  -0.259307E+07   0.000000E+00   0.249356E+00  -0.763035E-04   0.000000E+00   0.265320E+05  -0.980812E+04   0.000000E+00  -0.263799E+02   0.807232E-02
   0.662317E-02   0.960366E+05  -0.251706E+07   0.000000E+00   0.246209E+00  -0.781164E-04   0.000000E+00   0.269011E+05  -0.980854E+04   0.000000E+00  -0.267517E+02   0.848767E-02
   0.674229E-02   0.957494E+05  -0.244313E+07   0.000000E+00   0.242988E+00  -0.799156E-04   0.000000E+00   0.272632E+05  -0.980897E+04   0.000000E+00  -0.271168E+02   0.891835E-02
   0.686256E-02   0.954681E+05  -0.237120E+07   0.000000E+00   0.239693E+00  -0.816971E-04   0.000000E+00   0.276183E+05  -0.980941E+04   0.000000E+00  -0.274719E+02   0.936354E-02
   0.698398E-02   0.951926E+05  -0.230117E+07   0.000000E+00   0.236323E+00  -0.834567E-04   0.000000E+00   0.279664E+05  -0.980988E+04   0.000000E+00  -0.278238E+02   0.982587E-02
   0.710653E-02   0.949228E+05  -0.223296E+07   0.000000E+00   0.232880E+00  -0.851897E-04   0.000000E+00   0.283074E+05  -0.981036E+04   0.000000E+00  -0.281658E+02   0.103033E-01
   0.723019E-02   0.946587E+05  -0.216649E+07   0.000000E+00   0.229364E+00  -0.868916E-04   0.000000E+00   0.286415E+05  -0.981085E+04   0.000000E+00  -0.285012E+02   0.107973E-01
   0.735496E-02   0.944003E+05  -0.210168E+07   0.000000E+00   0.225775E+00  -0.885574E-04   0.000000E+00   0.289686E+05  -0.981136E+04   0.000000E+00  -0.288299E+02   0.113082E-01
   0.748083E-02   0.941475E+05  -0.203846E+07   0.000000E+00   0.222113E+00  -0.901820E-04   0.000000E+00   0.292888E+05  -0.981189E+04   0.000000E+00  -0.291521E+02   0.118363E-01
   0.760778E-02   0.939003E+05  -0.197675E+07   0.000000E+00   0.218380E+00  -0.917600E-04   0.000000E+00   0.296019E+05  -0.981244E+04   0.000000E+00  -0.294676E+02   0.123819E-01
   0.773580E-02   0.936586E+05  -0.191650E+07   0.000000E+00   0.214575E+00  -0.932858E-04   0.000000E+00   0.299081E+05  -0.981300E+04   0.000000E+00  -0.297765E+02   0.129452E-01
   0.786487E-02   0.934225E+05  -0.185763E+07   0.000000E+00   0.210700E+00  -0.947536E-04   0.000000E+00   0.302073E+05  -0.981358E+04   0.000000E+00  -0.300786E+02   0.135266E-01
   0.799498E-02   0.931919E+05  -0.180009E+07   0.000000E+00   0.206756E+00  -0.961576E-04   0.000000E+00   0.304995E+05  -0.981418E+04   0.000000E+00  -0.303741E+02   0.141263E-01
   0.812611E-02   0.929668E+05  -0.174382E+07   0.000000E+00   0.202742E+00  -0.974913E-04   0.000000E+00   0.307848E+05  -0.981480E+04   0.000000E+00  -0.306600E+02   0.147433E-01
   0.825826E-02   0.927471E+05  -0.168877E+07   0.000000E+00   0.198660E+00  -0.987485E-04   0.000000E+00   0.310630E+05  -0.981544E+04   0.000000E+00  -0.309419E+02   0.153804E-01
   0.839139E-02   0.925329E+05  -0.163488E+07   0.000000E+00   0.194511E+00  -0.999224E-04   0.000000E+00   0.313343E+05  -0.981610E+04   0.000000E+00  -0.312145E+02   0.160352E-01
   0.852550E-02   0.923240E+05  -0.158209E+07   0.000000E+00   0.190295E+00  -0.101006E-03   0.000000E+00   0.315985E+05  -0.981677E+04   0.000000E+00  -0.314803E+02   0.167093E-01
